2801	I'm looking for pictures and wallpaper images from InuYasha.
2802	Find InuYasha anime episodes for download.
2803	Find games based on the InuYasha series, either online or for gamesystems.
2804	I'm looking for InuYasha fan forums and websites.
2805	Find music from the InuYasha television series.
2900	ps 2 games
2901	Find reviews of PlayStation 2 games.
2902	Where can I find cheat codes for PlayStation 2 games?
2903	I'm looking for sites that announce new PlayStation 2 games.
2904	Where can I buy used PlayStation 2 games?
2905	What are the specifications of the PlayStation 2 console?
3000	diabetes education
3001	Find free diabetes education materials such as videos, pamphlets,and books.
3002	Take me to the NIH National Diabetes Education Program homepage.
3003	Take me to the American Association of Diabetes Educators homepage.
3004	I'm looking for nutrition and diet information for diabetics.
3005	Where can I get free diabetes education posters?
3006	How can I become a diabetes educator?
3100	atari
3101	I want to read about the history of the Atari 2600 and other Atarigame consoles.
3102	I am looking for a site where I can play old Atari games online.
3103	Find information about classic Atari games.
3104	Find information about Atari arcade games.
3200	website design hosting
3201	What are the cheapest web hosting companies?  Who offers free webhosting?
3202	Where can I register a domain name?
3203	Find sites that offer free DNS hosting.
3204	Find reviews of web hosting services, geared towards smallbusiness needs.
3205	I'm looking for information and courses on designing web sites.
3300	elliptical trainer
3301	I'm looking for reviews of elliptical machines.
3302	Where can I buy a used or discounted elliptical trainer?
3303	What are the benefits of an elliptical trainer compared to otherfitness machines?
3304	What are the best elliptical trainers for home use?
3400	cell phones
3401	What free phones are available from different vendors?
3402	Go to AT&T's cell phones page.
3403	Go to Verizon's page that lists phones for sale.
3404	Find information on prepaid cell phones.  What companies offerthem?  What kind of phones are available?
3405	Go to Nokia's home page.
3406	What cell phone companies offer Motorola phones?
3407	Go to Sprint's page that lists phones for sale.
3408	Where can I find information on buying unlocked phones?
3500	hoboken
3501	Find restaurants in Hoboken.
3502	Find the homepage for the city of Hoboken, NJ.
3503	I'm looking for the history of Hoboken, NJ.
3504	I'm looking for information on bars and nightclubs in Hoboken, NJ.
3505	Find real estate listings for Hoboken, NJ.
3506	Find a street-level map of Hoboken, NJ.
3600	gps
3601	Find reviews of GPS units and car navigation systems.
3602	Take me to the Garmin homepage.
3603	Take me to GPS Magazine.
3604	Find reviews of digital cameras with built-in GPS.
3700	pampered chef
3701	Take me to the Pampered Chef homepage.
3702	How do I host a Pampered Chef cooking show?
3703	How do I become a Pampered Chef consultant?
3704	Find some recipes from The Pampered Chef.
3705	I would like to find reviews of The Pampered Chef programs,products, and recipes.
3800	dogs for adoption
3801	Find organizations that offer dogs for adoption.
3802	Take me to the homepage of the Humane Society.
3803	What should I know about adopting a dog?
3900	disneyland hotel
3901	What hotels are near Disneyland?
3902	Find information on package deals from hotels near Disneyland.
3903	Find reviews of Disneyland hotels.
3904	Find special offers such as reduced ticket rates at Disneyland.
3905	Take me to the hotel listing at the Disneyland web site.
4000	Take me to the michworks Michigan Talent Bank homepage.
4001	What jobs are available in Michigan?
4002	Find career resources and information on job seeking in Michigan.
4003	Find information about services available to the unemployed inMichigan.
4100	orange county convention center
4101	Take me to the Orange County Convention Center homepage.
4102	Find a schedule of events taking place at the Orange CountyConvention Center.
4103	How do I reserve the Orange County Convention Center for an event?
4104	What hotels are near the Orange County Convention Center?
4200	the music man
4201	Find lyrics for songs from The Music Man.
4202	Find current performances of The Music Man.
4203	Find recordings of songs from The Music Man.
4204	I'm looking for the script for The Music Man.
4300	the secret garden
4301	Find reviews of the book The Secret Garden.
4302	Find reviews of the various TV and movie adaptations of The SecretGarden.
4303	I'm looking for biographical notes about Frances Hodgson Burnett.
4304	Find information about the Broadway musical The Secret Garden.
4400	map of the united states
4401	Find US road maps.
4402	Find detailed geographic maps of the United States.
4403	Find political maps of the United States showing the states andtheir capitals.
4404	Find printable maps of the United States.
4405	Find a black-and-white outline map of the United States such thata child could color.
4500	solar panels
4501	What kinds of solar panels and photovoltaic cells are there?
4502	Go to the JA Solar homepage.
4503	Go to the Solarfun homepage.
4504	Find information about solar panels that I can install on my home.
4505	Go to the homepage for Evergreen Solar.
4506	Find information about nano-technological solar power.
4600	alexian brothers hospital
4601	Go to the Alexian Brothers Health System homepage.
4602	Find information about the Alexian Brothers lay Catholic order.
4603	Find Alexian Brothers hospitals.
4700	indexed annuity
4701	What is an indexed annuity?  What are their advantages anddisadvantages?  What kinds of indexed annuities are there?
4702	Where can I buy an indexed annuity?  What investment companiesoffer them?
4703	Find ratings of indexed annuities.
4800	wilson antenna
4801	Go to the Wilson Antenna homepage.
4802	What kinds of CB antennas does Wilson Antenna sell?
4803	Where can I buy used Wilson Antennas?
4804	What is the best antenna from Wilson for a big truck?
4805	Find reviews of Wilson antennas.
4900	flame designs
4901	Find free flame design clipart I can use on a website.
4902	How do I make realistic flame images using Photoshop?
4903	I'm looking for good flame tattoo designs.
4904	Find pictures of flames and fire.
4905	I want to find flame design decals I can put on my car or motorcycle.
4906	I'm looking for flame design stencils.
5000	dog heat
5001	What is the effect of excessive heat on dogs?
5002	What are symptoms of heat stroke and other heat-related illnessesin dogs?
5003	Find information on dogs' reproductive cycle.  What does it meanwhen a dog is "in heat"?
